product_name,description_1,description_2,download_link,Categories,Brands,URL
EXEN BH CH UH Series Ball vibrator,"Compact pneumatic vibrator in a wide range of models and expanded applications This product is used for the following applications: 01Milling plant: installation to small screening machine made by user 02Prevention of blockage in sodium chloride conveyance chute 03Improvement of buildup of workpiece ejected in screw production line. Improvement of buildup of cutting workpiece ejected. Improvement of resin moulding cutout workpiece ejected Ball vibrator is a compact vibrator that generates powerful centrifugal force vibration via high-speed rotation of steel ball by compressed air. This vibrator has simple principle and structure and can be used easily. It is generally used for preventing clogging in hopper chute, but the applications are expanded depending on ideas. Frequency and centrifugal force can be freely changed only by operation of air pressure. Depending on the on-site installation conditions, selection can be made from model lineup of BH-A, CH-A, and UH-A, which are different in positions of air supply and exhaust. (Supplying lubricant with an oiler is required) A steel ball that rotates at high speed inside the housing with compressed air generates strong centrifugal vibration. Simply operating the pressure of compressed air allows frequency and centrifugal force to be easily changed. ※ Use a lubricator (Oiler) to maintain its performance. The smallest BH8 with the mounting width of 18 mm and the weight of 0.3 kg enables installation in narrow spaces where it is difficult to install a conventional vibrator. (BH8 type can be installed in two directions.) Depending on the on-site installation conditions, selection can be made from model lineup of BH-A, CH-A, and UH-A, which are different in positions of air supply and exhaust. This series can be also used in water because of its high airtightness. (Assuming that exhaust pipe is extended to the atmosphere) Since the intake direction differs depending on the model, it is possible to select the model according to the piping restrictions of the air tube. BH type that can be installed with a single bolt is also available. The waterproof structure of this series enables use in watery environments. By attaching a tube connector to the exhaust port (replace the silencer with a tube connector) and extending the intake and exhaust hoses, this vibrator can be attached to an underwater object. (Note: If the exhaust tube is extended, the vibration efficiency will decrease.) Ball can be replaced in all models. Replacement maintenance can be easily conducted by loosening bolts on the side cover, removing the side cover, and the replacing the ball. (Note: If the internal raceway ring is significantly worn, only replacing the ball will not repair the product) Although the ball vibrator is generally used to prevent minor clogging of powder in hopper or chute, it can be utilized as a motor for vibration table used for filling. Applications are expanded on various ideas, such as applying the vibration to eliminate buildup in parts supply line of production lines. All models of ball vibrator are provided with mounting holes for the fall prevention wire. It is highly recommended to mount the wire to ensure the safety in plant. (Wire is optional) CA1 type is a control panel for the manual pneumatic vibrator, which provides easy operation for the pneumatic vibrator and ball vibrator, and piston vibrator. Preparing only air tube and pressure air allows quick operation. Timer control panel VSE1 corresponds to input power supply AC100V / AC200V. This is a control panel dedicated to the solenoid valve that controls the operating time and the rest time. Specification （Imperial System） *Use the product in ambient temperature of 80°C or more.*The above specification is the result under measurement condition of EXEN. The actual data may differ from the above specification depending on the installation conditions.*Pressure required to start may become higher than motion pressure, because the former pressure is a pressure when starting up with the pressure gradually risen at a position 3cm before the vibrator.* Vertical indicates a direction in which a boll rotates vertically, and Horizontal indicates the result of installation with a boll rotates in planar direction. If the installation angle is other than vertical, starting pressure shows a lower trend than vertical.","https://www.exen.co.jp/english/industry/image/Top01_BHCH_eng.jpg, https://www.exen.co.jp/english/industry/image/Top02_BHCH_eng.jpg, https://www.exen.co.jp/english/industry/image/Top03_BHCH_eng.jpg, https://www.exen.co.jp/english/industry/image/Top04_BHCH_eng.jpg, https://www.exen.co.jp/english/industry/image/Top04_UP_eng.jpg, https://www.exen.co.jp/english/industry/image/Top05_UP_eng.jpg, https://www.exen.co.jp/english/industry/image/Top05_BHCH_eng.jpg, https://www.exen.co.jp/english/industry/image/Top08_UP_eng.jpg, https://www.exen.co.jp/english/industry/image/Top06_BHCH_eng.jpg",,Pneumatic vibrator,,https://ntntech.vn/en/pneumatics/other-pneumatic-components/pneumatic-vibrator/exen-bh-ch-uh-series-2/
SMC Speed Controllers Type AS,"・Easy to lock push-lock type・Larger knob・Improved tube insertion/removalInsertion force: Max. 30% (8 N) reductionRemoval force: Max. 20% (5 N) reduction** Tube removal strength is ensured to be equivalent to the previous model.・Electroless nickel plated type is standard.・360°swivel piping is possible. (Universal type)・Restrictor (Made to Order : -X214, -X21)・Large Flow Type (-X778) Specification  Order Code ",,,Speed control valve,,https://ntntech.vn/en/pneumatics/speed-control-valve/smc-speed-controllers-type-as/
Keyence PZ-G Photoelectric sensor,,,,Photoelectric sensor,,https://ntntech.vn/en/sensors/photoelectric-sensor/keyence-pz-g-photoelectric-sensor/
Omron E2K-X series Cylindrical Proximity Sensor,,,https://www.ia.omron.com/data_pdf/cat/e2k-x_ds_e_9_2_csm460.pdf?id=471,Proximity Sensor,,https://ntntech.vn/en/sensors/proximity-sensor/omron-e2k-x-series-cylindrical-proximity-sensor/
Keyence LV-S series Ultra-small Digital Laser Sensor,Compact size Transparent object detection (available) Zero datum function (available) Specification Back to top Back to top Back to top Back to top Back to top,,,Laser sensor,,https://ntntech.vn/en/sensors/laser-sensor/keyence-lv-s-series-ultra-small-digital-laser-sensor/
Panasonic FX-500 Ver.2 Digital Fiber Sensor,"The Industry’s Leading Fiber Amplifier In Sensing Performance, FX-500 Series Thanks to its new “application-specific integrated circuit” (ASIC), Panasonic can solve applications with Fiber Optic Sensors that were previously impossible. Not only can the FX-500 Series reach a response time of 25µs while providing extremely accurate detection, integrated logic functions save you money because external controllers are no longer needed for normal applications and threshold tracking and self-diagnostic functions save time for maintenance. Moreover, the reliability of the detection has increased by 75% compared to that of previous models. Users can choose between digital output types with one or two outputs, or an analog output type. Model List",,,Fiber sensor,,https://ntntech.vn/en/sensors/fiber-sensor/panasonic-fx-500-ver-2-digital-fiber-sensor-2/
SICK WLL180T Fiber-optic sensors,"Selectable response time up to 16 µs Sensing range up to 20 m (through-beam system); up to 1,400 mm (proximity system) Bus-compatible with anti-interference 2 x 4-digit digital display Adjustable hysteresis Rotatable display screen High-resolution signal processing Programmable time delays Specification  0 mm … 1,000 mm, Through-beam system1)3) 0 m … 6 m, Through-beam system2)4)  Single teach-in button Cable 1)Sensing range with 8 ms response time. Reduction with shorter response time (see tables LL3/WLL180T). 2)LL3-TX01. 3)LL3-TW01. 4)Sensing range with 200 ms response time. Reduction with shorter response time (see tables LL3/WLL180T). 5)With correctly attached fibre-optic cable LL3 and closed protection hood. Model List WLL180T-F434 Part no.: 6039102WLL180T-F232 Part no.: 6039098WLL180T-M434 Part no.: 6039101WLL180T-P432 Part no.: 6039093WLL180T-N434 Part no.: 6039096WLL180T-M674 Part no.: 6064432WLL180T-E434 Part no.: 6039104WLL180T-M333S01 Part no.: 6041000WLL180T-M432S01 Part no.: 6041508WLL180T-F333 Part no.: 6042429WLL180T-F232S01 Part no.: 6041509WLL180T-N432S01 Part no.: 6041639WLL180T-L432 Part no.: 6039099WLL180T-E232 Part no.: 6039100WLL180T-L434 Part no.: 6039103WLL180T-M333 Part no.: 6042428WLL180T-P474 Part no.: 6039618WLL180T-N474 Part no.: 6039619WLL180T-N432 Part no.: 6039094WLL180T-P434 Part no.: 6039095WLL180T-M434S16 Part no.: 6062149WLL180T-P432S06 Part no.: 6048130WLL180T-M634S11 Part no.: 6050776WLL180T-M434S07 Part no.: 6049025",,,Fiber sensor,,https://ntntech.vn/en/sensors/fiber-sensor/sick-wll180t-fiber-optic-sensors/
Omron E6C3-C Rotary Encoder,"• Incremental model • External diameter of 50 mm. • Resolution of up to 3,600 ppr. • IP65 (improved oil-proof construction with sealed bearings) • Superior shaft loading performance (radial: 80 N, thrust: 50 N) Specification Model List   Accessories (Order Separately)",,https://www.ia.omron.com/data_pdf/cat/e6c3-c_ds_e_7_2_csm495.pdf?id=1335,Enconder,,https://ntntech.vn/en/sensors/enconder/omron-e6c3-c-rotary-encoder/
Takex SS20 Series Slim type Light Curtain Sensors,Beam interval: 20 Anti Interference feature for parallel installation (M/S switching) Longest-in-class detecting distance of 7m Application Detection of hole or tear in opaque sheet Wide area sensor equipped with one-axis output and all-axis output modes provides the detection of a hole or tear by activating the output when light is received in one or more axis. Model List,"https://www.takex-elec.co.jp/uploads/Product/1772/OptionProduct_Pic_SS-H5.jpg, https://www.takex-elec.co.jp/uploads/Product/1773/OptionProduct_Pic_SS-H10.jpg",,Safety Light Curtains,,https://ntntech.vn/en/sensors/safety-sensor/safety-light-curtains-en/takex-ss20-series-slim-type-light-curtain-sensors/
Panasonic LX-100 series Digital Mark Sensor,"The LX-100 Series – a combined LED contrast and color Sensor – can be used both as a high-speed contrast sensor to quickly and reliably detect printer’s marks, for example, and as a high-precision color Sensor. In contrast sensing mode, the Sensor automatically selects the optimum emitting LED during teach-in (static or dynamic teach-in method) from the transmitting light source (red, green and blue LEDs). With a response time of just 45µs, this Sensor is perfect for high processing speeds like those required in printing presses, for example. In color mode, an integrated microprocessor with a 12-bit A/D converter digitally processes the signals of the color to be detected in red, green and blue primary color components. This ensures that even the most minute color differences or merest of tints can be accurately distinguished. Characteristics Three Different Emitting LEDs (Red, Green, Blue) High Precision Coaxial Reflective Optical System High Resolution 12-Bit A/D Converter 4-Digit Digital Display Teach-In For Simple Settings (External Teaching Also Possible) Timer Function (ON/OFF-Delay) Two Inverse Outputs (Cable Type) Compact Size M12 Or Cable Type IP67 Specification  Model List",,,Color sensor,,https://ntntech.vn/en/sensors/color-sensor/panasonic-lx-100-series-digital-mark-sensor-2/
Keyence GT2 series High-Accuracy Digital Contact Sensor,"The Scale Shot System in the GT2 Series improves upon the technology of conventional contact sensors and is now concentrated into a pencil-type sensor head. Specification Specification The sensor head – including the connector and cable section – are IP67G and NEMA Type 13 compliant. This means that stable measurement is achieved even in harsh environments containing splashing water or oil. In order to improve robustness – a common problem with contact sensors – careful attention was paid to the structure of the sensor body. The design incorporates a high-strength linear ball bearing and a seamless body for additional durability. In addition, the reduced weight of the spindle means minimal wear from friction and significantly improved durability. These design improvements reduce maintenance and equipment downtime.",,,Measurement Sensors,,https://ntntech.vn/en/sensors/measurement-sensors-en/keyence-gt2-series-high-accuracy-digital-contact-sensor-2/
Mitsubishi RV-CR series Robot,"Please refer to the “Catalogs” or the “Manuals” for RV-CR series. MITSUBISHI INDUSTRIAL ROBOT MELFA RV-8CRL Catalog RV-8CRL Standard Specifications Manual    • A smooth, curved design complements the slim arm and compact joints. • In addition to a slim, compact exterior and small robot base, its structure features minimal protrusions, resulting in reduced interference with surroundings when the robot operates.This makes it suited to integration with automation cells and manufacturing equipment. • Maximum load capacity:8kg • Controller TypesD Type: Standalone controller (CR800-D controller) Specification  Highest-in-class load capacityFeaturing a highest-in-class maximum load capacity of 8kg, these robots boast a lighter-weight structure and reduced unit weight thanks to their simplified drive system and optimized arm structure, resulting in enhanced load capacity. Largest-in-class effective working areaOffers highest-in-class maximum reach radius of 931 mm. The use of a no-offset lower arm structure eliminating the J2-axis joint offset minimizes the interference region in the minimum turning radius and provides the largest-in-class effective working area.    Pursuing practical performanceUses an HK motor, the latest servomotor from Mitsubishi Electric. This allows improved torque characteristics, accuracy, and responsiveness while substantially reducing the size and weight. This adds up to much better robot performance and greater compactness. Continuous operation performanceLighter weight and improved heat release translate to improved continuous operation performance.    Beltless coaxial drive mechanismA coaxial drive mechanism without belts is used for transmission to each axis (excluding the J4 and J5 axes).Simplification of the structure has improved transmission efficiency and reliability while also improving the ease of maintenance. No backup batteryThe use of the new HK motor eliminates the need for a battery to back up the robot’s internal encoder.This eliminates the cost and effort of regular replacement as well as the risk of losing origin coordinates due to battery failure.    Standard IP65 supportComes standard with environmental resistance features allowing installation in plants and equipment where dust or oil mist is present.  A signal wire and air piping that can be used for gripper control, etc., are built in from the base to the forearm. Both ends of the signal wire have universal D-sub connectors for use in various applications. MELFA Smart Plus is an option that brings next-generation intelligence to MELFA FR series robots.This provides leading-edge functions for all phases of customer’s operations, from design and startup through to operation and maintenance. *Activated with the insertion of a Smart Plus card into CR800 controller.  Details of MELFA Smart Plus    Through the use of highly accurate vision sensors and force sensors that control the levels of force applied by robots, it is now possible to automate extremely difficult tasks that have been beyond the scope of automation in the past. Example of intelligent technology Force sensor:Checks pressing force and force conditions at time of insertion, improving operational quality. 3D vision sensor:Kitting and separation of scattered or stacked workpieces. 2D vision sensor:Vision sensor configuration tool allows easy calibration of robot and camera.  Comes standard with tracking and additional axis control    Robot tracks workpiece on conveyor, allowing transfer, alignment, and assembly without stopping conveyor.     Build user mechanism controlling additional axes simultaneously with robot such as robot drive axis or turntable or separate from robot such as loader or positioning device. Control up to 8 axes. Our MELSERVO(MR-J4-B) servomotor can be used with additional axes.    Safety monitoring functionWe will prepare a safety function compliant with international standards that simplifies risk assessments. Safety I/OExtends redundant safety I/O to 8 inputs and 4 outputs. Enables development of various safety systems. Safety logic editingSimplifies development and operation of safety systems with safety logic editing.",https://www.mitsubishielectric.com/fa/products/rbt/robot/pmerit/vertical/crseries/img/e_robot_rvcr.jpg,,Industrial Robotics,,https://ntntech.vn/en/factory-automation/industrial-robotics/mitsubishi-rv-cr-series-robot-2/
MELSEC-Q Series,"MELSEC-Q Series: its powerful presence guides the Q Series to the top, where no PLC has ever been before. With its nano-order speed basic command processes, the next generation MELSEC-Q Series dramatically improves system and machine performance.As equipment and manufacturing facilities continue to evolve on a daily basis, the series enables high-speed, high-accuracy and large volume data processing and machine control. CPU modules for PLC.CPU lineup can fit any applications.  This module is for mounting devices such as power supply modules, CPU modules and input/output modules.A lineup of base units are available to suit your system needs.  Module for electricity supply of CPU, input/output, and other modules.  Module for connecting input and output devices. Assorted I/O modules are available to suit your system needs. More information These modules use an analog method for data input/output. They respond to process control needs and are perfect for high-speed, high-accuracy control. More information  This pulse input, high-speed counter unit supports high-resolution devices and can handle high-speed, high-accuracy control. More information","https://www.mitsubishielectric.com/fa/vn_en/products/cnt/plcq/items/img/01lp3plcq_s001.jpg, https://www.mitsubishielectric.com/fa/vn_en/products/cnt/plcq/items/img/01lp3plcq_s002.jpg, https://www.mitsubishielectric.com/fa/vn_en/products/cnt/plcq/items/img/01lp3plcq_s003.jpg, https://www.mitsubishielectric.com/fa/vn_en/products/cnt/plcq/items/img/01lp3plcq_s004.jpg, https://www.mitsubishielectric.com/fa/vn_en/products/cnt/plcq/items/img/01lp3plcq_s005.jpg, https://www.mitsubishielectric.com/fa/vn_en/products/cnt/plcq/items/img/01lp3plcq_s006.jpg",,PLC,,https://ntntech.vn/en/factory-automation/plc/melsec-q-series/
NTN Deep Groove Ball Bearings,"Deep groove, or single row radial, ball bearings are the most widely used bearings in all general industries. They utilize an uninterrupted raceway that makes them optimal for radial loads. NTN radial ball bearings typically come with pressed steel cages, but also offer machined brass or molded nylon material. NTN also offers bearings with locating snap rings on the outside diameter. Pre-lubricated bearings have integral seals, or shields, and are packed with long-life grease. In many applications, these bearings can be used without supplementary seals, closures, or protective devices. Shielded ball bearings are protected on one or both sides by metal shields that are fastened to the outer ring. This close clearance shield retains the lubricant and helps prevent the entrance of large, foreign matter. Sealed ball bearings incorporate steel-reinforced rubber seals that are securely fastened to a groove on the outer ring. Contact with the inner ring provides positive sealing at all times. We also offer a variety of contact, light-contact, and non-contact seals to help you to dial in your protection while balancing your speed and torque requirements. With the heightened performance of today’s machinery, bearings are being used at higher loads and speeds. As a result, the industries using this machinery demand bearings with longer-lasting, compact designs, at lighter weights and lower costs. When manufacturing these bearings, stringent industry requirements must be met without changing the configuration of the related parts. At NTN, we’ve met these challenges by manufacturing the Thermal Mechanical Ball Bearing (TMB). NTN TMB Bearings feature: Clean, vacuum-degassed, high-carbon chromium steel that undergoes a proprietary heat treatment to reduce crack sensitivity. High-power density that allows a smaller bearing to support higher loads. A wide range of sizes. NTN TMB Bearings are available with all the features of a standard bearing—seals, shields, and clearances—so be sure to ask for them when looking for replacement parts.  ","https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-2.jpg, https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-1.jpg, https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-2.jpg, https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-1.jpg, https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-2.jpg, https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-1.jpg, https://marvel-b1-cdn.bc0a.com/f00000000229351/ntnamericas.com/wp-content/uploads/2020/04/BallBearings-DeepGroove-2.jpg",,Bearing,,https://ntntech.vn/en/bearing-belt-chain/bearing/deep-groove-ball-bearings/
Tsubaki RS Attachment Chains,"RS type chain (for drive) with attachments on the plates. Since the chain pitch is small, small articles can be conveyed at a small pitch, which is generally suitable for short distance conveyance. Perfect for conveying small items with a small pitch on short conveyors (usually 10m or less). Enables smooth, high speed conveyance. Ideal for low noise and other eco-friendly applications. In most cases, standard RS sprockets can be used. Order Code  Model List",,https://tt-net.tsubakimoto.co.jp/lib/catalog/C_CDC_EN/book/data/all_page.pdf,Chain,,https://ntntech.vn/en/bearing-belt-chain/chain/tsubaki-rs-attachment-chains-2/
KITO Chain Sling 100 [S5 Series],KITO link chain grade 10 achieves the world’s strongest level. Wide range of variations allow selection of the optimum combination for any application. High product quality realizes safe and highly efficient work. Advanced chain manufacturing technologies realize outstanding ultimate elongation. Achievement of outstanding economic efficiency due to the high wear resistance.,,https://www.kito.co.jp/en/data/download/_id_38_content_product_type_pdf.pdf,Chain,,https://ntntech.vn/en/bearing-belt-chain/chain/kito-chain-sling-100-s5-series-2/
Bando STS/HP-STS Synchronous Belt,"■ High-torque power transmissionThe HP-STS/HP-HTS belts provide higher torque and higher power transmission than normal trapezoidal teeth dueto the mesh theory of the unique teeth profiles and haveachieved high torque and high power transmission by usinghigh-rigidity components. Although it varies depending onthe field, it has a 1.4 to 1.8-fold transmission capacity compared to normal STS/HTS. ● Back face rubber: Adoption of a synthetic rubber with littletooth deformation and high hardness● Cord: Glass cord taking the dimensional stability and flexibility into consideration● Facing fabric: Low noise is achieved by providing irregularities on the facing fabric surface and with the low frictionalfactor Type S14M has two layers of facing fabric, further lowering the noise and enhancing the durability. HP-S5M has aclean facing fabric specification. ■ MiniaturizedThe high transmission capacity allows a narrower width anda smaller pulley diameter than the standard specifications,allowing compact designs. ■ Pulleys usedHP-STS can be used with the standard STS pulleys and TLSTS pulleys.*Manufacturable with the STS standard belt sizes.HP-HTS can be used with the standard HTS pulleys Order Code ",,https://www.bandogrp.com/eng/product/industrial/pdf/ptb_kamiai_04.pdf,Belting,,https://ntntech.vn/en/bearing-belt-chain/belting/bando-sts-hp-sts-synchronous-belt-2/
THK HSR-A LM Guide,The flange of its LM block has tapped holes. Order Code  Model List,,https://tech.thk.com/en/products/pdfs/en_a01_194.pdf,LM Guide,,https://ntntech.vn/en/bearing-belt-chain/lm-guide/thk-hsr-a-lm-guide-2/
"NSK BSS Series High-Speed, Low-Noise Ball Screws","Quiet and compact, with unparalleled high-speed performance. Low-noise BSS Series Ball Screws are suitable for an extensive range of uses, from transportation equipment to machine tools. Features: Low noise High speed Compact design Order Code ",,https://www.nsk.com/common/data/ctrgPdf/precision/split/e3162/nsk_cat_e3162g_bss.pdf,Ball Screws,,https://ntntech.vn/en/bearing-belt-chain/ball-screws/nsk-bss-series-high-speed-low-noise-ball-screws-2/
NBK XUT-C Flexible Couplings,"XUT-CXUT-C The high accuracy fitting of pin and bush allows the extremely small backlash.For the bush ofXUT, a polyimide resin with excellent abrasion-resistance is adopted.The backlash at the initial stage is maintained for a long period. Recommended Applicable Motor ◎: Excellent ○: Very good ●: Available Property ◎: Excellent ○: Very good This is a cross joint type flexible coupling. Slippage of the bush built in the hubs and the pins of the spacer allows eccentricity and angular misalignment to be accepted. The high accuracy fitting of pin and bush allows the extremely small backlash. The load on the shaft generated by misalignment is small and the burden on the shaft is reduced.","https://static.nbk1560.com/images/en-US/product/crossjoint_type/XUT-C/5730_1.jpg?upd=20220602181053, https://static.nbk1560.com/images/en-US/product/crossjoint_type/XUT-C/5730_2.jpg?upd=20220602181053",https://www.nbk1560.com/images/en-US/product/crossjoint_type/XUT-C/XUT-C_1.pdf,Coupling,,https://ntntech.vn/en/bearing-belt-chain/coupling/nbk-xut-c-flexible-couplings-2/
THK CF series Cam Follower,It is a popular type of Cam Follower provided with a driver groove on the head of the stud.A highly corrosion resistant stainless steel type (symbol M) is also available. Order Code  Model List,,https://tech.thk.com/en/products/pdfs/en_a19_018.pdf,Cam follower,,https://ntntech.vn/en/bearing-belt-chain/cam-follower-en/thk-cf-series-cam-follower-2/
Tsubaki MZ-G Series Cam Clutch,"Grinding series for outer race periphery of MZ series. Pre-lubricated with grease. Can be used in the widest variety of applications. Installation is easy and secure. The outer race periphery has a ground finish. Torque range ：186～3040N・m ・Grinding series for outer race periphery of MZ series. Mounting of sprockets, etc. is done with the through hole on the outer periphery of the outer race ・Can be used in a wide range of applications from low- to high-speed operations ・All models are always in stock for immediate delivery. ・Pre-lubricated with grease. ・No lubrication maintenance required. ・Suitable for indexing and backstopping. Order Code  Model List MZ15GMZ17GMZ20GMZ30G-22MZ30G-25MZ30GMZ35GMZ45G-40MZ45GMZ60G-50MZ60G-55MZ60GMZ70G-65MZ70G",https://tt-net.tsubakimoto.co.jp/tecs/pdct/clu/img/fig_pdct_clu_mzg01_en.jpg,https://tt-net.tsubakimoto.co.jp/lib/catalog/C_CLU_EN/book/data/all_page.pdf,Clutches,,https://ntntech.vn/en/bearing-belt-chain/clutches/tsubaki-mz-g-series-cam-clutch/
Texio PA-B Series Regulaterd Power supply,"A wide range of series and lineup, the experimental course,availableuse in a system and production and a wide range of scenes.10V,18V,36V,80V,120V,160V,250V,350V,600V External remote control equipped with a terminal on the back,enablesON / OFF and output ON fixed output by the contact signal from the external. In addition, external voltage, an external resistor, can be the output voltage and output current to the remote control. In addition equipped with the adjustment for the volume at the time of external control on the front panel, you can adjust the offset and full-scale. Specification ● Low ripple, low noise● Digital display of voltage and current at the same time● Series/parallel operation● Floating output/voltage remote sensing terminal● External analog control● Monitor output● EIA rack size● Option: GP-IB Adapter (GP-600B and OP-18-PAB)● PA18-1.2B/PA18-2B/PA36-1.2B:without handle.With handle model:PA18-1.2BVT/PA18-2BVT/PA36-1.2BVT",,https://www.texio.co.jp/uploads/PA-B_ce1.pdf,Power Supply,,https://ntntech.vn/en/industrial-electrical-equipment/power-supply/texio-pa-b-series/
Omron S8VK-WA series – Power supply,"Complex designing with single-phase power supplies is no longer necessaryThree-phase 200 V Power Supplies diminish the risk of three-phase imbalance. Full of functions for higher design efficiencyCompact body allows easy replacement. World’s smallest class of compact body *1 This high-capacity yet compact Power Supply requires only less than half the space of the existing models.Side-by-side mounting possible. Our shared Value Design for Panel concept for the specifi cations of products used in control panels will create new value to our customer’s control panels.Combining multiple products that share the Value Design concept will further increase the value provided to control panels. The peak current (150% to the rated current) solves the issue of momentary surge of current to motor load. Motor-driven devices such as electric cylinders carry maximal instantaneous current when they start.When the maximum current exceeds the rated current of a power supply without Boost Current Function, overload protection is activated to limit the output current. To avoid this, you must select a power supply with a rated output larger than the maximum current.For example, if the maximum current exceeds 10 A, as in the figure on the below, you need a power supply with a rated output of 20 A.S8VK-WA is equipped with a Boost Current Function that allows a peak current (150% of rated output) to flow for 10 seconds, which ensures a stable startup by a power supply with a rated output current of 10 A as described in the figure on the below. S8VK-WA solves maintenance issuesSupport for efficient maintenance and quick rec overy from errors. Have you ever had these issues in maintaining power supplies? The equipment stopped and no output from the power supply. Disconnecting cables and inspection with a tester is required to identify the cause, taking time and work. Problems ・The cause is not clear.・The failure cannot be reproduced.・The problem recurs even after the power supply is replaced. Built-in maintenance point indicator indicates where to start S8VK-WA shows you the source of the problem (e.g. input/output side of the Power Supply, or the main body),without disconnecting cables or using a tester. LED and signal output indicates the status of the Power Supply. When the door of the control panel is closed, you can still check the status of the Power Supply via your controller, etc.,using the signal that is output in synchronization with the LEDThis feature clarifies the error status and necessary maintenance, minimizing the downtime. Frequent causes of output fall LED/signal output patterns and required maintenance Function of LED/signal  INPUT OK LED: Lights up when the input voltage exceeds the lower limit value of the permissible range.DC OK LED/signal: Lights up/Signal Output , when the output voltage is more than 90% of the rated output voltage.Iout >100% LED/signal: Lights up/Signal Output , when the output current exceeds the rated output current. Specification ","https://www.ia.omron.com/Images/3753_fe_113-288256.jpg, https://www.ia.omron.com/Images/3753_fe_213-288257.jpg, https://www.ia.omron.com/Images/3753_fe_313-288250.jpg, https://www.ia.omron.com/Images/3753_fe_413-288251.jpg, https://www.ia.omron.com/Images/3753_fe_513-288252.jpg, https://www.ia.omron.com/Images/3753_fe_613-288253.jpg, https://www.ia.omron.com/Images/3753_fe_713-288254.jpg",,Power Supply,,https://ntntech.vn/en/industrial-electrical-equipment/power-supply/omron-s8vk-wa-series-power-supply/
Omron S8FS-G series,Power Supplies That Are Ideal for Machine Tools and Semiconductor Manufacturing Equipment No Transformers Required for Control Circuits Built-in IEC 61558-2-16 Compliant Transformer Specification Order Code  Model List,"https://www.ia.omron.com/Images/3656_fe_113-271462.jpg, https://www.ia.omron.com/Images/3656_fe_213-271463.jpg, https://www.ia.omron.com/Images/3656_fe_313-271464.jpg, https://www.ia.omron.com/Images/3656_fe_413-271465.jpg, https://www.ia.omron.com/Images/3656_fe_513-271466.jpg, https://www.ia.omron.com/Images/3656_fe_613-271467.jpg",,Power Supply,,https://ntntech.vn/en/industrial-electrical-equipment/power-supply/omron-s8fs-g-series/
